text,label
"Audit Note (Ref: FIN/AUD/2024-115) dated 19/11/2024: During review of Vendor Payment Batch VPB-11/2024 at BMRCL HQ, it was noted that GST input credit of ₹18,46,320 pertaining to invoices INV-BLR-22418 to INV-BLR-22433 from M/s Shree Cabling Pvt Ltd was not availed due to mismatch in GSTR-2B for October. The Finance Officer EMP-0372 is instructed to reconcile with vendor by 25/11/2024 and process revised JV No. JV-10-2411 with correct HSN mapping. Pending payment under PO No. BMRCL/PROC/CAB/2023/198 shall be held in suspense account 21290 until rectification.",Finance
"Emergency Drill Record EDR-PNK-2025-06: Full-scale evacuation drill at Pune Metro’s Civil Court (CCT) station on 14/11/2025, simulated smoke at Concourse A using smoke generator SG-900 (0.8 L/min). 186 participants evacuated in 6 min 42 sec; target ≤ 7 min met. First-aid post manned by EMP-5671; one simulated casualty triaged (Category Yellow). Post-drill debrief recommended adding Hindi-Marathi bilingual wayfinding stickers at Exit 3; procurement note PN-WS-58 estimated ₹12,600.",Safety & Compliance
"DMRC Procurement Notice PN-ENG-2025/11/62 – Supply of SCADA RTUs for TPCs at Sarita Vihar and Shastri Park. Quantity: 8 nos, protocol IEC 60870-5-104, redundant power 110 VDC, conforming to IS/IEC 62351 cybersecurity. Tender No. DMRC/SCADA/RTU/11-2025; EMD ₹7,50,000; Bid submission by 19/12/2025 15:00 IST on e-portal. Pre-bid meeting 02/12/2025 at 11:00 hrs, addressed by EMP-3045. Warranty 5 years; FAT at vendor works in Noida. Performance security 3% of contract value.",Engineering
"Procurement Notice PN/DMRC/FS/2024-55 dated 02/08/2024: Sealed bids invited for annual maintenance of fire hydrant and sprinkler systems across Line-2 depots. Scope includes flow test (≥900 lpm per hydrant), pressure gauge calibration, and quarterly jockey pump trial. EMD ₹1,00,000; tender fee ₹2,360; last date 19/08/2024, 15:00 hrs. Pre-bid meeting at Shastri Park Training Centre on 07/08/2024; contact EMP-0654.",Safety & Compliance
"Safety Circular No. SC/DMRC/24-118 dated 12/09/2025: During routine inspection at Rajiv Chowk (RCK) interchange, two 9L ABC fire extinguishers (Asset IDs FE-09214, FE-09227) were found with pressure gauge below green zone. Vendor: Shakti Fire Services (PO: DMRC/FS/PO-4573, Invoice INV-2025-1198, ₹32,450) is directed to replace within 48 hours. Station Controller EMP-1432 to log corrective action in Maximo ticket MX-78156 by 15/09/2025. Non-compliance will attract penalty under Clause 7.3 of Safety Procurement Policy SP-08/2022.",Safety & Compliance
"Internal Audit Observation – Ticketing Revenue: Random check at Noida Sector 62 (NS-62) on 17/01/2025 revealed variance of ₹21,360 between AFC system report AFC-REP-1701 and station remittance SR-1701-NS62. Cash bag seal no. CB-782144 intact; shortage traced to incorrect denomination entry by cashier EMP-2216 during manual top-up at 19:45 hrs. Recovery proposed via salary deduction over two cycles as per policy HR-FIN-05, and refresher training mandated.",Finance
"Operations Memo: On 14/09/2025, TR-301 experienced a 4-minute delay departing from Rajiv Chowk (RJW) towards HUDA City Centre due to extended boarding times and AFC gate congestion. Train Operator EMP-1427 adhered to SOP-OPS-17 by initiating platform marshal deployment and manual door override cycles limited to two attempts. Headway was maintained at 2:30 minutes post-incident via skip-stop control between Patel Chowk and INA as per Control Directive OD-2025/09-14A. Passenger announcements were updated via PA Controller V2.3 referencing Service Advisory SA-119, ensuring bilingual messaging. An audit of timetable adherence will be conducted on 16/09/2025 by Duty Controller EMP-2016.",Operations
"Incident Report IR-RS-24-0712: On 12/07/2025 at 09:46 hrs, TR-518 stalled near Jayadeva Hospital Station due to TCMS fault code F-0x2A (Propulsion inverter over-temp). Ambient tunnel temperature 32°C; traction current draw peaked at 1.2 kA. Troubleshooting by EMP-1986 isolated faulty IGBT module (ABB PEBB-450A); unit swapped with spare SN:INV-518-07. Service restored at 10:11 hrs. Recommend additional inspection of cooling fans (24 VDC, 120 CFM) and filter replacement by 15/07/2025. Passenger evacuation was not required; delay 25 minutes noted.",Engineering
Platform Operations Audit POA/MMRC/2024/88 at Marol Naka (MRN) on 11/08/2024: PSD alignment error of 12 mm observed at Door Set 4 for TR-881; recalibration requested via Work Order WO-PSD-2216. Platform attendants count below standard (2 deployed vs 3 required) during 18:00–19:00 hrs peak; rectified by assigning EMP-2950 on overtime. Emergency egress kept clear; tactile tiles intact. Follow-up due 18/08/2024; compliance to be reported to AGM-Operations.,Operations
"Meeting Minutes (Finance Planning Committee) held on 05/01/2024 at DMRC HQ, Barakhamba Road. Chair: CFO (EMP-0043). Decision: Reallocate ₹12.6 crore from CAPEX-Depot-WHS-07 to CAPEX-Signalling-ML3 due to delays in warehouse civil works at Najafgarh. TR-301 trial extension requires procurement of additional balises (EN 50126 compliant); purchase order to be split in two tranches before 31/03/2024 to optimise depreciation. Action items: Budget re-appropriation note by EMP-1622; update to Rollout Plan RP-ML3-2024 v2.1.",Finance
"Minutes of Onboarding Briefing held on 22/10/2024 at BMRCL Baiyappanahalli Depot: 43 new recruits (IDs EMP-7821 to EMP-7863) completed document verification. IT issued access cards (ACS-BAI/10/22) and e-mail IDs within 24 hours SLA. Finance confirmed PF registration under UAN generation batch UAN/22-10/BLR. Safety team scheduled Induction Module IM-01 on fire safety and Metro Rail General Rules on 24/10/2024, 09:30 hrs. Any delay in submission of Form-11 will defer salary credit to November cycle.",HR
"Safety Circular SC/NMRC/OPS/2025/18 dated 30/08/2025: Due to Ganesh Chaturthi footfall surge expected at Sector-51 interchange, crowd control barriers to be installed along 35 m of Platform 1 by 06/09/2025. Additional 8 CSC volunteers and 2 RPF squads to be rostered 17:00–21:30. Train pairs TR-141/TR-149 to skip dwell extension beyond 35 sec; any variance to be logged under Event Code CC-21 in OCC. Public advisory to be broadcast every 6 minutes in Hindi/English.",Operations
"Capital Expenditure Review: DMRC Phase-IV Depot at Madipur – Package P4-DEP-07. As on 31/08/2025, project utilization is ₹142.6 crore against sanctioned ₹410 crore. Major disbursements include RA Bill-05 to M/s L&T Constructions (₹38.2 crore) under Contract DMRC/P4/DEP/07, and mobilization advance recovery balance ₹6.5 crore. Physical progress 36.4%. Next tranche from JICA Loan No. IN-P276 expected by 15/10/2025 upon submission of IFR-03 signed by EMP-0554 and countersigned by FA&CAO.",Finance
"Audit Note DMRC/SF/AUD/2024-38 highlights 12% shortfall in quarterly safety training hours for depot staff at Khyber Pass Depot (KPD) as of 30/06/2024. Required 16 hrs per employee vs achieved 14.1 hrs; variance primarily in electrical LOTO refresher. Training Bulletin TB-LOT-24-05 schedules additional sessions on 08/07/2024 and 15/07/2024; attendance compulsory for EMP-2xxx cohort. Budget allocation of ₹1,12,000 approved under Training Head TH-07; completion certificates to be uploaded to LMS within 48 hrs.",Safety & Compliance
"Inspection Report—OHE, MMRC Line 3 Underground, span CH 12+450 to 12+875, date 05/08/2025. Contact wire height maintained 4.85 m ±50 mm; stagger recorded 180–220 mm. Auto-tensioning device ATD-12 nitrogen pressure 79 bar (spec 80±5). Two cantilever insulators found with hairline cracks near station SCI (Station Code: SCI), replaced with Type SI-C25 under Permit-to-Work PTW-OHE-338. Shutdown window 01:10–03:30 hrs, protection arranged as per IS:398 and MMRC OHE Manual Sec 6. No arcing marks observed post energization. Team lead EMP-5120.",Engineering
Attendance Audit Report AA/HR/NDLS/2025-02: Random verification of biometric attendance between 01/01/2025 and 31/01/2025 at Depot Khyber Pass shows 2.4% variance between BIO-KP-03 logs and SAP-HCM records. EMP-2759 and EMP-5210 had three instances of late swipe-in beyond 09:45 hrs without approved OD/Leave; show-cause issued vide SCN/ATT/2025/044 with response due by 13/02/2025. Recommendation: enable geofencing for mobile OD punches and weekly reconciliation by Section HR Assistant.,HR
"Tax Audit Report Extract under Section 44AB for FY 2023-24 (BMRCL): Verified that GST outward liability reconciles with GSTR-1 for months Apr–Mar; difference of ₹2,96,120 traced to Credit Note CN-24-119 issued on 28/02/2024 for spare parts return. TDS return for Q4 filed on 27/04/2024, Ack No. 528741930220424; late fee ₹400 booked to GL 512019. Recommendation: implement maker-checker for e-invoice IRN generation; EMP-2740 to complete by 15/06/2024.",Finance
"Safety Circular No. SC/2025/017 dated 18/11/2025: During routine audit at MG Road (BMRCL) and Trinity stations, three CO2 extinguishers (6 kg) were found past hydrostatic test due date (31/08/2025). Station in-charges (EMP-1127, EMP-2093) are directed to replace units and upload vendor test certificates (IS 15683 compliant) on e-Safety within 48 hours. Penalty of ₹10,000 per unit will be levied under Policy SAF-EXT/2023 if non-compliance persists beyond 22/11/2025.",Safety & Compliance
"Onboarding Note dated 05/02/2025: The batch of 22 Junior Engineers (Electrical) hired against Tender Ref. HR/JE-E/09/2024 shall undergo induction at BMRCL Training Centre, Baiyappanahalli from 10/02/2025 to 14/02/2025. EMP-4321 to EMP-4342 must submit Form-11, NPS registration (PRAN), and nominated bank details (IFSC mandatory). PPE issuance (helmet IS 2925, safety shoe IS 15298) will be recorded in Asset Register AR-HR-2025-17.",HR
"Promotion and Transfer Order BMRCL/HR/P&T/2025-21 dated 19/11/2025: The following are promoted to Assistant Manager (Operations), Grade AM-Op, w.e.f. 01/12/2025—EMP-4410 (posting: KENG), EMP-4472 (posting: BYPL), and EMP-4509 (posting: NAGS). Seniority maintained per panel order PNL/AM-Op/2025. Relieving by 28/11/2025; handover of keys and station float cash to be recorded on Form OPS-HO-12. Pay fixed at ₹56,100 basic plus admissible allowances; HRA to change as per station classification.",HR
"Tunnel Maintenance Meeting Minutes, DMRC Contract CC-34, held on 29/09/2024 at 11:00 hrs, Patel Chowk OCC. Agenda: water ingress at chainage 3+980 to 4+020 in down tunnel. Grout mix revised to microfine cement 1:1 with w/c 0.8; injection pressure limited to 5 bar. Drainage channel desilting completed; inflow reduced from 12 L/min to 3 L/min. EMP-0672 to monitor convergence with tape extensometer points T-12/T-13 weekly; next review 13/10/2024. Contractor M/s Bharat GeoTech to submit QA records as per IS 9103 by 02/10/2024.",Engineering
"Training Bulletin TB-DMRC/OPS/2025-06 dated 05/02/2025: Emergency Evacuation Drill for TR-301 and DM-405 consists of simulated brake binding at mid-section between Karkardooma (KKD) and Preet Vihar (PVH). All Train Operators (EMP series EMP-2000 to EMP-2299) to attend refresher module on passenger communication and ladder deployment. Budget provision ₹2,85,000 approved under Cost Centre OPS-TRG-12. Attendance will be recorded via Biometric and LMS Ref TRG-DRILL-02/2025.",Safety & Compliance
"Tax Compliance Note: For March 2024, GSTR-1 filed on 10/04/2024 and GSTR-3B on 20/04/2024 for MMRC. Output GST ₹18.92 crore; ITC eligible ₹7.45 crore; cash ledger utilized ₹11.47 crore via CIN SBIN2420419287. Reversal under Rule 42 for exempt station rentals ₹6.8 lakh posted JV JV-GST-0424-31. Letter sent to M/s CleanMetro Services to issue credit note CN-CMS-0324-07 for short supply at CSMT station under PO MMRC/HSK/2023/118.",Finance
"SCADA Upgrade Meeting Minutes (DMRC OCC): Date 19/07/2024, Ref: MM-SCADA-07/24. Participants: EMP-0660, EMP-1777, vendor TechGrid Systems Pvt. Ltd. Decision: migrate historian database to redundant cluster, license 250k tags, CAPEX ₹1,38,75,000 under Project Code P-SC-2024-09. Cutover window proposed 23/09/2024 01:00–04:30 with back-out plan Rev 3. Cyber hardening to IEC 62443; disable SMBv1 and enforce TLS 1.2 on HMI nodes. Factory Acceptance Test scheduled 05/09/2024 at Pune lab; SAT to follow on 27/09/2024 at OCC Shastri Park.",Engineering
"CMRS Observation Closure Memo MMRC/CMRS/OBS-44: Following inspection on 03/11/2025 at Aarey (ARY) station, additional photoluminescent egress signs (IS 9457) were installed at Stair S2 and S3 per drawing DRG-ARY-EG-05. Lux levels measured 7.8–9.2 at tread nosing, within specification. Evacuation plan (Rev-3) displayed near FACP and Ticket Counter effective 15/11/2025. Closure evidence uploaded under DMS Ref DOC-ARY-1124.",Safety & Compliance
"Procurement Notice – Operations Consumables PN/OPS/2025/102 dated 16/11/2025 (DMRC): Tender invited for supply of platform crowd-control barriers (minimum 1,200 units) meeting IS 875 wind load and powder-coated finish RAL 5015. Estimated cost: ₹1,38,00,000; EMD ₹2,76,000; Tender No. T-OPS-CCB-25; bid submission by 10/12/2025, 15:00 hrs via e-proc portal. Delivery to Sarita Vihar Depot (SVD) within 60 days; warranty min. 24 months. Contact: Dy. COO (Operations) EMP-1029.",Operations
"Audit Note AN/SEC/2025/089: Random baggage screening compliance at Peenya Industry (PNY) was 82% against mandated 95% on 09/11/2025 (08:00–10:00 hrs). One HHMD unit HH-17 showed low sensitivity; calibration overdue since 31/10/2025. Supervisor EMP-3115 to ensure daily log S-07 is completed, and vendor TechShield India to calibrate by 20/11/2025. Repeat deviation will be reported to CISF liaison as per SOP-SEC-12.",Safety & Compliance
"Procurement Notice: DMRC/Tender/MEP/2024/143, issued on 05/07/2024, invites e-bids for supply of 25 kV traction transformers conforming to IS:2026, delivery at Mukundpur Depot (Station Code MKD). Estimated cost ₹22.80 crore, EMD ₹22,80,000, tender fee ₹23,600 (incl. GST). Bid submission closes 02/08/2024, 15:00 hrs on the e-tender portal. Pre-bid meeting scheduled at Metro Bhawan on 12/07/2024, 11:00 hrs. Financial eligibility: average annual turnover ≥₹34 crore in last 3 FYs; documents required include audited financial statements, GSTIN, and EPF registration.",Finance
"Procurement Notice PN-OPS-MMRC/2024-112 issued 21/07/2024: Invitation to bid for supply of crowd control retractable belts (3 m length, IS 875 Part 3 wind resistance certification) for stations Dadar (DDR), Worli (WRL), and Hutatma Chowk (HTC). Estimated cost ₹28,40,000 inclusive of GST. Delivery within 30 days, warranty 24 months. Tender submissions via e-portal until 05/08/2024 15:00 hrs; EMD ₹56,800; reference drawing OPS-CC-DRG-08 attached.",Operations
"Memo No. HR/Recruit/2025/042 dated 11/02/2025: Panel approval for Station Controller/Train Operator intake under Advt. No. DMRC-HR/05/2024 is confirmed. 36 candidates have been issued provisional offers with pay scale ₹33,000–₹1,00,000 (IDA), subject to medical fitness (A1) at Metro Hospital, Shastri Park, between 14/02/2025 and 18/02/2025. Document verification will be held at HR Cell, Barakhamba Road, requiring original marksheets, Aadhaar, PAN, and NOC for serving candidates. Candidate IDs (e.g., EMP-NEW-1572 to EMP-NEW-1607) are advised to report by 09:30 hrs; late reporting beyond 10:15 hrs will be treated as No Show.",HR
